company_id,person_id,company_ticker,company_name,last_name,first_name,middle_name,person_age,person_gender,is_ceo,is_chairman,is_private_firm,company_sector,company_industry,company_cfscore,total_donations,num_contributions,self_funded,total_dem_donations,total_rep_donations,percent_to_dem_donations,total_donations_2002,total_donations_2004,total_donations_2006,total_donations_2008,total_donations_2010,total_donations_2012,donations_to_incumbents,donations_to_open_seats,donations_to_challengers,donations_to_winners,donations_to_losers
5301867554,561735,ACM,Aecom Technology,rutledge,william,p,70.0,M,0,0,0,Capital Goods,29,0.739808887,85865.35,35.0,0.0,1700.0,82315.35,0.02,64215.35,1750.0,650.0,500.0,8050.0,5500.0,8300.0,2200.0,7000.0,8300.0,4700.0
5171506210,4121077,ACM,Aecom Technology,lowe,robert,j,72.0,M,0,0,0,Capital Goods,29,0.62339702,830425.21,300.0,0.0,46116.21,506209.0,0.083,100716.21,98630.0,178001.0,57798.0,97460.0,143500.0,81500.0,34650.0,99820.0,65450.0,71520.0
3737270116,741017,ACM,Aecom Technology,ouchi,william,g,68.0,M,0,0,0,Capital Goods,29,-0.263470871,56050.0,35.0,0.0,21800.0,27750.0,0.44,23300.0,3000.0,6750.0,3500.0,10000.0,3500.0,11300.0,2500.0,8500.0,17300.0,1500.0
2511779469,66260,ACM,Aecom Technology,fordyce,james,h,52.0,M,0,0,0,Capital Goods,29,-0.167586713,32209.0,20.0,0.0,13200.0,7100.0,0.65,0.0,10000.0,13300.0,0.0,0.0,0.0,17800.0,0.0,2500.0,6600.0,7100.0
4625031930,4755558,ACM,Aecom Technology,gillis,s,malcolm,71.0,M,0,0,0,Capital Goods,29,0.769554593,39275.0,51.0,0.0,1150.0,20925.0,0.052,1975.0,6950.0,2000.0,6050.0,5150.0,8000.0,11300.0,6800.0,1750.0,11300.0,3750.0
52446741329,589707,ACM,Aecom Technology,griego,linda,m,64.0,F,0,0,0,Capital Goods,29,-0.904826428,46235.41,78.0,0.0,42285.41,0.0,1.0,2681.41,2750.0,6200.0,4600.0,2700.0,6200.0,24496.0,4594.0,5600.0,25490.0,4600.0
3784637320,257726,ACM,Aecom Technology,joos,david,w,59.0,M,0,0,0,Capital Goods,29,0.641464007,47746.2,45.0,0.0,7800.0,23100.0,0.252,4569.04,6663.5,4146.74,6987.6,15504.32,1500.0,8000.0,1800.0,1250.0,4500.0,4300.0
-1,1436449,ACM,Aecom Technology,routs,robert,,66.0,M,0,0,0,Capital Goods,29,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,4121014,ACM,Aecom,bong,francis,,69.0,M,0,0,0,Capital Goods,29,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55533298624,656905,ADM,Archer-Daniels-Midland Co,Woertz,patricia,A,58.0,F,1,1,0,Consumer/Non-Cyclical,36,,135059.93,14.0,0.0,2000.0,0.0,1.0,5000.0,1000.0,5400.0,12207.92,11038.19,92913.82,43500.0,0.0,0.0,1000.0,0.0
4173384352,655672,ADM,Archer-Daniels-Midland Co,Boeckmann,alan,L,63.0,M,0,0,0,Consumer/Non-Cyclical,36,0.830169872,261994.56,48.0,0.0,1000.0,120400.0,0.008,7464.0,9500.0,32000.0,16800.0,137995.56,35045.0,22800.0,14700.0,9900.0,18500.0,9400.0
3182127225,660514,ADM,Archer-Daniels-Midland Co,Andreas,dwayne,O,,M,0,0,0,Consumer/Non-Cyclical,36,0.043772232,1068877.0,315.0,0.0,320640.0,216547.0,0.597,49700.0,9000.0,6000.0,4600.0,500.0,0.0,152097.0,62680.0,19500.0,111150.0,75280.0
